ano,mes,data,regiao,uf,cidade,startup,setor,funcionarios,investimento_recebido,faturamento,crescimento_percentual,estagio,tecnologia_principal,nivel_inovacao
2019,12,2019-12-01,Centro-Oeste,DF,Brasília,Startup_005,Agritech,176,214887.46,153799.79,90.2,Seed,SaaS,Médio
2019,12,2019-12-01,Centro-Oeste,GO,Goiânia,Startup_102,IA,743,820415.46,85136.42,101.89,Ideação,Cloud,Alto
2019,12,2019-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_190,Retailtech,517,620374.9,272116.33,133.64,Ideação,IoT,Médio
2019,12,2019-12-01,Centro-Oeste,MT,Cuiabá,Startup_182,Retailtech,792,101836.79,557019.08,93.76,Scale-up,IoT,Médio
2019,12,2019-12-01,Centro-Oeste,MS,Campo Grande,Startup_026,Fintech,126,41136.17,42657.88,126.11,Série A,IoT,Baixo
2019,12,2019-12-01,Sudeste,SP,São Paulo,Startup_040,IA,21,3532938.81,292103.46,84.86,Série A,Big Data,Disruptivo
2019,12,2019-12-01,Sudeste,SP,Campinas,Startup_122,Healthtech,371,350363.66,202530.37,98.55,Série A,IoT,Alto
2019,12,2019-12-01,Sudeste,SP,Ribeirão Preto,Startup_090,Fintech,677,210881.47,179324.45,87.67,Série B,Cloud,Disruptivo
2019,12,2019-12-01,Sudeste,RJ,Rio de Janeiro,Startup_011,Fintech,626,207019.15,1159507.02,35.32,Ideação,Blockchain,Alto
2019,12,2019-12-01,Sudeste,RJ,Niterói,Startup_092,Fintech,558,186935.21,208757.96,152.41,Ideação,IoT,Alto
2019,12,2019-12-01,Sudeste,RJ,Nova Iguaçu,Startup_060,Fintech,460,50279.13,54195.22,88.18,Seed,Blockchain,Alto
2019,12,2019-12-01,Sudeste,RJ,Petrópolis,Startup_043,Edtech,184,48724.66,245585.13,52.55,Seed,Cloud,Disruptivo
2019,12,2019-12-01,Sudeste,MG,Belo Horizonte,Startup_142,Retailtech,702,368386.52,129789.03,114.62,Série B,IoT,Médio
2019,12,2019-12-01,Sudeste,MG,Uberlândia,Startup_024,Fintech,164,442205.21,371746.59,120.41,Scale-up,Big Data,Disruptivo
2019,12,2019-12-01,Sudeste,MG,Juiz de Fora,Startup_137,Agritech,394,128069.05,189561.08,178.13,Série B,Big Data,Alto
2019,12,2019-12-01,Sudeste,ES,Vitória,Startup_169,IA,13,97163.01,128245.97,-1.58,Série A,Cloud,Alto
2019,12,2019-12-01,Sudeste,ES,Vila Velha,Startup_033,Fintech,246,136380.99,136096.11,161.36,Série B,IA,Disruptivo
2019,12,2019-12-01,Sudeste,ES,Serra,Startup_072,IA,213,174452.11,770458.01,132.12,Scale-up,Big Data,Alto
2019,12,2019-12-01,Sul,PR,Curitiba,Startup_135,Healthtech,549,237584.4,467149.51,97.11,Série B,Big Data,Baixo
2019,12,2019-12-01,Sul,PR,Londrina,Startup_032,Agritech,321,1522907.6,82438.31,116.13,Ideação,Cloud,Disruptivo
2019,12,2019-12-01,Sul,SC,Florianópolis,Startup_148,Retailtech,760,89542.58,376245.6,175.33,Scale-up,SaaS,Disruptivo
2019,12,2019-12-01,Sul,SC,Joinville,Startup_110,Edtech,622,57726.56,279034.64,59.89,Série A,Blockchain,Médio
2019,12,2019-12-01,Sul,RS,Porto Alegre,Startup_177,IA,169,1057369.41,465678.97,-7.37,Ideação,SaaS,Disruptivo
2019,12,2019-12-01,Sul,RS,Caxias do Sul,Startup_048,IA,216,59936.31,180026.91,131.56,Série B,SaaS,Médio
2020,1,2020-01-01,Norte,AM,Manaus,Startup_013,Fintech,636,32489.33,270091.57,151.0,Seed,SaaS,Alto
2020,1,2020-01-01,Norte,PA,Belém,Startup_144,Edtech,229,614902.72,764038.64,84.58,Seed,Big Data,Alto
2020,1,2020-01-01,Norte,PA,Santarém,Startup_113,Edtech,140,144771.84,340958.78,58.75,Série B,Cloud,Baixo
2020,1,2020-01-01,Norte,RO,Porto Velho,Startup_031,Retailtech,224,113914.26,547817.74,140.66,Ideação,Big Data,Médio
2020,1,2020-01-01,Norte,TO,Palmas,Startup_008,Healthtech,632,60471.74,132122.33,121.0,Scale-up,Big Data,Médio
2020,1,2020-01-01,Nordeste,BA,Salvador,Startup_014,Retailtech,404,182381.33,62710.19,129.16,Série B,Blockchain,Alto
2020,1,2020-01-01,Nordeste,BA,Feira de Santana,Startup_093,Healthtech,467,137665.75,148597.88,28.14,Série A,Cloud,Alto
2020,1,2020-01-01,Nordeste,PE,Recife,Startup_199,Edtech,516,395726.01,15753.41,94.2,Série B,IoT,Disruptivo
2020,1,2020-01-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_107,Fintech,85,1056354.56,261429.39,75.89,Scale-up,Big Data,Médio
2020,1,2020-01-01,Nordeste,CE,Fortaleza,Startup_049,Fintech,225,87672.43,82824.09,6.29,Ideação,Blockchain,Baixo
2020,1,2020-01-01,Nordeste,CE,Juazeiro do Norte,Startup_141,IA,207,234535.34,292279.23,72.11,Série A,Blockchain,Médio
2020,1,2020-01-01,Nordeste,MA,São Luís,Startup_051,Agritech,577,70951.37,674454.99,174.58,Scale-up,IA,Disruptivo
2020,1,2020-01-01,Nordeste,PB,João Pessoa,Startup_034,Retailtech,545,92548.3,42077.89,2.0,Série A,IoT,Disruptivo
2020,1,2020-01-01,Centro-Oeste,DF,Brasília,Startup_185,Fintech,230,20890.13,98255.05,57.48,Ideação,Cloud,Baixo
2020,1,2020-01-01,Centro-Oeste,GO,Goiânia,Startup_006,Agritech,214,112251.36,199269.66,94.36,Série A,IoT,Disruptivo
2020,1,2020-01-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_043,Fintech,619,137271.2,1535735.96,170.32,Ideação,IA,Médio
2020,1,2020-01-01,Centro-Oeste,MT,Cuiabá,Startup_065,Retailtech,347,163547.54,72617.12,-19.88,Ideação,Big Data,Disruptivo
2020,1,2020-01-01,Centro-Oeste,MS,Campo Grande,Startup_156,Agritech,172,297987.76,248990.48,46.16,Série A,Blockchain,Disruptivo
2020,1,2020-01-01,Sudeste,SP,São Paulo,Startup_161,Agritech,460,119696.61,68864.54,103.15,Série A,IA,Médio
2020,1,2020-01-01,Sudeste,SP,Campinas,Startup_043,Fintech,677,659906.22,20156.62,92.98,Série B,IA,Disruptivo
2020,1,2020-01-01,Sudeste,SP,Ribeirão Preto,Startup_043,Edtech,10,241947.38,239352.56,94.33,Seed,IA,Disruptivo
2020,1,2020-01-01,Sudeste,RJ,Rio de Janeiro,Startup_175,Fintech,541,43797.95,289946.95,70.47,Ideação,Cloud,Alto
2020,1,2020-01-01,Sudeste,RJ,Niterói,Startup_051,Fintech,619,196583.6,71069.92,156.84,Scale-up,Cloud,Baixo
2020,1,2020-01-01,Sudeste,RJ,Nova Iguaçu,Startup_130,IA,689,577937.64,920962.64,155.75,Seed,Cloud,Baixo
2020,1,2020-01-01,Sudeste,RJ,Petrópolis,Startup_118,Fintech,762,201670.67,626574.02,165.21,Série A,IA,Disruptivo
2020,1,2020-01-01,Sudeste,MG,Belo Horizonte,Startup_008,Agritech,787,195105.77,296009.49,4.3,Série A,SaaS,Alto
2020,1,2020-01-01,Sudeste,MG,Uberlândia,Startup_162,Edtech,709,470568.37,190149.84,43.05,Série A,Blockchain,Médio
2020,1,2020-01-01,Sudeste,MG,Juiz de Fora,Startup_132,Retailtech,44,177702.83,223770.4,113.59,Série B,Blockchain,Médio
2020,1,2020-01-01,Sudeste,ES,Vitória,Startup_074,Fintech,152,42420.9,133415.42,-2.24,Série A,IoT,Alto
2020,1,2020-01-01,Sudeste,ES,Vila Velha,Startup_048,Agritech,733,344144.62,76306.29,45.21,Série A,Cloud,Baixo
2020,1,2020-01-01,Sudeste,ES,Serra,Startup_198,IA,423,116306.84,320696.11,6.3,Seed,SaaS,Disruptivo
2020,1,2020-01-01,Sul,PR,Curitiba,Startup_029,Agritech,177,175776.76,418299.89,129.86,Série B,Big Data,Baixo
2020,1,2020-01-01,Sul,PR,Londrina,Startup_138,Healthtech,369,723458.83,26470.14,125.47,Ideação,IA,Médio
2020,1,2020-01-01,Sul,SC,Florianópolis,Startup_144,Agritech,723,137346.55,365614.28,90.85,Seed,IoT,Médio
2020,1,2020-01-01,Sul,SC,Joinville,Startup_198,Edtech,758,133747.58,97792.85,45.84,Ideação,IA,Médio
2020,1,2020-01-01,Sul,RS,Porto Alegre,Startup_185,Edtech,634,28484.02,327809.98,38.28,Série A,Cloud,Médio
2020,1,2020-01-01,Sul,RS,Caxias do Sul,Startup_199,Agritech,148,313799.44,194500.68,49.0,Série B,IA,Médio
2020,2,2020-02-01,Norte,AM,Manaus,Startup_138,Retailtech,165,156714.55,149457.85,142.04,Seed,IA,Disruptivo
2020,2,2020-02-01,Norte,PA,Belém,Startup_098,Agritech,189,288290.22,23810.56,97.06,Seed,Big Data,Alto
2020,2,2020-02-01,Norte,PA,Santarém,Startup_055,Agritech,592,62534.32,144084.21,141.41,Scale-up,IoT,Baixo
2020,2,2020-02-01,Norte,RO,Porto Velho,Startup_004,Retailtech,531,37857.96,1113453.74,176.59,Seed,Blockchain,Médio
2020,2,2020-02-01,Norte,TO,Palmas,Startup_063,Fintech,79,64023.71,234386.93,106.1,Série B,IA,Disruptivo
2020,2,2020-02-01,Nordeste,BA,Salvador,Startup_105,Retailtech,278,67773.06,1334518.15,141.41,Seed,Blockchain,Baixo
2020,2,2020-02-01,Nordeste,BA,Feira de Santana,Startup_031,Fintech,132,42803.18,52947.07,89.48,Série B,Cloud,Disruptivo
2020,2,2020-02-01,Nordeste,PE,Recife,Startup_055,Agritech,421,242668.99,45608.17,36.22,Série B,Cloud,Médio
2020,2,2020-02-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_045,Retailtech,614,275625.98,177259.78,109.05,Série B,IoT,Médio
2020,2,2020-02-01,Nordeste,CE,Fortaleza,Startup_040,Fintech,250,39268.45,271691.92,100.48,Scale-up,Big Data,Baixo
2020,2,2020-02-01,Nordeste,CE,Juazeiro do Norte,Startup_152,Retailtech,301,239604.08,315304.29,97.3,Seed,IoT,Baixo
2020,2,2020-02-01,Nordeste,MA,São Luís,Startup_110,IA,310,74134.65,230833.78,161.68,Série A,IA,Médio
2020,2,2020-02-01,Nordeste,PB,João Pessoa,Startup_148,Fintech,295,132020.44,164384.01,78.86,Seed,Blockchain,Médio
2020,2,2020-02-01,Centro-Oeste,DF,Brasília,Startup_095,Agritech,479,269344.36,372097.6,13.57,Scale-up,Big Data,Disruptivo
2020,2,2020-02-01,Centro-Oeste,GO,Goiânia,Startup_105,Agritech,158,218073.64,129914.01,25.7,Scale-up,SaaS,Disruptivo
2020,2,2020-02-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_146,Fintech,614,2127611.29,27083.8,28.88,Ideação,Big Data,Alto
2020,2,2020-02-01,Centro-Oeste,MT,Cuiabá,Startup_126,Healthtech,329,81491.78,165552.93,69.95,Série B,SaaS,Alto
2020,2,2020-02-01,Centro-Oeste,MS,Campo Grande,Startup_013,IA,413,302224.37,729990.01,39.16,Série B,SaaS,Baixo
2020,2,2020-02-01,Sudeste,SP,São Paulo,Startup_092,Retailtech,747,223199.94,156314.96,10.33,Série A,SaaS,Alto
2020,2,2020-02-01,Sudeste,SP,Campinas,Startup_118,Retailtech,233,32682.54,106139.09,55.36,Ideação,Big Data,Baixo
2020,2,2020-02-01,Sudeste,SP,Ribeirão Preto,Startup_196,Agritech,508,454961.27,175142.12,42.65,Scale-up,IA,Alto
2020,2,2020-02-01,Sudeste,RJ,Rio de Janeiro,Startup_035,Retailtech,434,19066.08,139164.73,36.16,Seed,IA,Alto
2020,2,2020-02-01,Sudeste,RJ,Niterói,Startup_165,Edtech,756,491674.45,901270.79,98.53,Scale-up,IA,Disruptivo
2020,2,2020-02-01,Sudeste,RJ,Nova Iguaçu,Startup_111,Retailtech,345,377870.41,342523.9,158.66,Scale-up,Blockchain,Baixo
2020,2,2020-02-01,Sudeste,RJ,Petrópolis,Startup_171,Healthtech,427,291632.8,278528.82,57.1,Série A,IA,Alto
2020,2,2020-02-01,Sudeste,MG,Belo Horizonte,Startup_160,Fintech,28,611720.51,113216.46,-1.51,Scale-up,SaaS,Baixo
2020,2,2020-02-01,Sudeste,MG,Uberlândia,Startup_197,Fintech,688,47215.13,431617.26,113.98,Série B,IoT,Médio
2020,2,2020-02-01,Sudeste,MG,Juiz de Fora,Startup_139,Retailtech,680,100311.35,278585.74,121.36,Série B,Big Data,Baixo
2020,2,2020-02-01,Sudeste,ES,Vitória,Startup_021,Fintech,757,66163.53,125084.35,94.42,Ideação,Blockchain,Disruptivo
2020,2,2020-02-01,Sudeste,ES,Vila Velha,Startup_133,Agritech,419,133093.89,245193.42,-13.63,Série A,IA,Disruptivo
2020,2,2020-02-01,Sudeste,ES,Serra,Startup_016,Fintech,358,380985.43,114786.71,98.64,Série B,IoT,Baixo
2020,2,2020-02-01,Sul,PR,Curitiba,Startup_039,Fintech,64,170199.76,123022.64,7.87,Série A,Big Data,Baixo
2020,2,2020-02-01,Sul,PR,Londrina,Startup_039,Retailtech,191,158764.96,109396.36,166.38,Série A,Big Data,Baixo
2020,2,2020-02-01,Sul,SC,Florianópolis,Startup_100,Edtech,169,97349.07,169676.11,111.17,Ideação,SaaS,Baixo
2020,2,2020-02-01,Sul,SC,Joinville,Startup_113,Edtech,276,7763.57,98076.62,175.16,Seed,IA,Médio
2020,2,2020-02-01,Sul,RS,Porto Alegre,Startup_130,IA,564,294085.28,73660.72,-1.79,Scale-up,IA,Médio
2020,2,2020-02-01,Sul,RS,Caxias do Sul,Startup_174,Agritech,504,1015067.68,46631.04,10.69,Ideação,Cloud,Médio
2020,3,2020-03-01,Norte,AM,Manaus,Startup_194,Edtech,561,110002.38,118289.79,178.45,Ideação,IA,Disruptivo
2020,3,2020-03-01,Norte,PA,Belém,Startup_053,Retailtech,496,141425.32,399262.91,118.42,Seed,Blockchain,Alto
2020,3,2020-03-01,Norte,PA,Santarém,Startup_049,Healthtech,500,181668.76,203940.62,17.34,Scale-up,Big Data,Médio
2020,3,2020-03-01,Norte,RO,Porto Velho,Startup_094,Retailtech,172,223299.41,467082.65,12.78,Série A,SaaS,Disruptivo
2020,3,2020-03-01,Norte,TO,Palmas,Startup_011,Healthtech,746,288703.16,483375.48,69.82,Série B,IA,Baixo
2020,3,2020-03-01,Nordeste,BA,Salvador,Startup_166,Fintech,134,649259.39,502997.64,36.65,Série B,SaaS,Médio
2020,3,2020-03-01,Nordeste,BA,Feira de Santana,Startup_075,Fintech,605,191120.68,240445.88,110.79,Scale-up,Blockchain,Disruptivo
2020,3,2020-03-01,Nordeste,PE,Recife,Startup_195,Fintech,192,74638.04,146338.76,138.38,Seed,IoT,Baixo
2020,3,2020-03-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_034,Fintech,28,61641.18,551862.17,164.78,Série B,Cloud,Alto
2020,3,2020-03-01,Nordeste,CE,Fortaleza,Startup_069,IA,235,396313.31,258952.17,95.13,Série A,Blockchain,Médio
2020,3,2020-03-01,Nordeste,CE,Juazeiro do Norte,Startup_013,Fintech,22,306124.62,44461.55,48.4,Seed,Blockchain,Disruptivo
2020,3,2020-03-01,Nordeste,MA,São Luís,Startup_119,Agritech,618,513247.01,266498.04,90.48,Seed,IA,Alto
2020,3,2020-03-01,Nordeste,PB,João Pessoa,Startup_167,Edtech,200,16463.44,13391.75,161.05,Scale-up,IA,Baixo
2020,3,2020-03-01,Centro-Oeste,DF,Brasília,Startup_121,Retailtech,398,260410.89,117444.99,122.03,Seed,SaaS,Alto
2020,3,2020-03-01,Centro-Oeste,GO,Goiânia,Startup_134,Edtech,444,304256.4,90436.72,145.25,Série A,SaaS,Alto
2020,3,2020-03-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_032,Agritech,121,613070.52,269683.18,152.8,Scale-up,IA,Baixo
2020,3,2020-03-01,Centro-Oeste,MT,Cuiabá,Startup_018,Retailtech,116,139213.25,250040.3,36.82,Série A,Blockchain,Alto
2020,3,2020-03-01,Centro-Oeste,MS,Campo Grande,Startup_002,Fintech,522,1396601.04,620484.28,2.97,Seed,SaaS,Baixo
2020,3,2020-03-01,Sudeste,SP,São Paulo,Startup_030,Agritech,439,292595.43,96229.36,117.59,Seed,Cloud,Disruptivo
2020,3,2020-03-01,Sudeste,SP,Campinas,Startup_031,IA,281,413367.57,96088.62,33.31,Seed,SaaS,Baixo
2020,3,2020-03-01,Sudeste,SP,Ribeirão Preto,Startup_142,Retailtech,30,360950.25,80960.89,126.4,Ideação,IoT,Disruptivo
2020,3,2020-03-01,Sudeste,RJ,Rio de Janeiro,Startup_110,IA,235,102907.24,84612.23,85.76,Ideação,Blockchain,Baixo
2020,3,2020-03-01,Sudeste,RJ,Niterói,Startup_172,Fintech,31,244014.39,758952.52,78.26,Scale-up,IA,Disruptivo
2020,3,2020-03-01,Sudeste,RJ,Nova Iguaçu,Startup_066,Fintech,427,205294.19,55146.17,83.27,Série A,Big Data,Disruptivo
2020,3,2020-03-01,Sudeste,RJ,Petrópolis,Startup_196,Retailtech,413,285896.86,39789.35,152.12,Scale-up,Cloud,Disruptivo
2020,3,2020-03-01,Sudeste,MG,Belo Horizonte,Startup_127,Edtech,458,60461.25,536914.06,30.96,Série A,Cloud,Médio
2020,3,2020-03-01,Sudeste,MG,Uberlândia,Startup_070,Edtech,320,137450.59,194108.78,76.36,Seed,Cloud,Médio
2020,3,2020-03-01,Sudeste,MG,Juiz de Fora,Startup_071,Agritech,375,248531.52,45850.31,-9.42,Ideação,Big Data,Alto
2020,3,2020-03-01,Sudeste,ES,Vitória,Startup_008,Edtech,48,145673.75,97033.74,63.54,Seed,IoT,Baixo
2020,3,2020-03-01,Sudeste,ES,Vila Velha,Startup_019,Agritech,721,896413.98,214869.92,16.19,Seed,IoT,Alto
2020,3,2020-03-01,Sudeste,ES,Serra,Startup_120,Agritech,41,186668.0,585315.13,-8.93,Seed,SaaS,Baixo
2020,3,2020-03-01,Sul,PR,Curitiba,Startup_029,Agritech,381,385476.61,83852.04,15.78,Seed,Cloud,Baixo
2020,3,2020-03-01,Sul,PR,Londrina,Startup_020,Retailtech,67,84531.53,109898.62,106.5,Ideação,SaaS,Alto
2020,3,2020-03-01,Sul,SC,Florianópolis,Startup_035,Fintech,103,67548.62,328699.87,62.61,Série B,Blockchain,Alto
2020,3,2020-03-01,Sul,SC,Joinville,Startup_003,Healthtech,65,466351.05,208331.5,118.99,Seed,Blockchain,Médio
2020,3,2020-03-01,Sul,RS,Porto Alegre,Startup_035,Healthtech,30,188013.42,82201.41,99.43,Ideação,Big Data,Médio
2020,3,2020-03-01,Sul,RS,Caxias do Sul,Startup_077,Fintech,67,71194.45,122612.44,110.21,Ideação,IA,Alto
2020,4,2020-04-01,Norte,AM,Manaus,Startup_005,Edtech,286,236725.5,212918.99,170.02,Ideação,Big Data,Baixo
2020,4,2020-04-01,Norte,PA,Belém,Startup_091,Retailtech,279,197247.78,145384.15,33.39,Ideação,SaaS,Médio
2020,4,2020-04-01,Norte,PA,Santarém,Startup_052,IA,551,184879.59,178764.4,89.31,Seed,Blockchain,Alto
2020,4,2020-04-01,Norte,RO,Porto Velho,Startup_128,Agritech,598,83654.88,181307.85,39.33,Scale-up,IoT,Baixo
2020,4,2020-04-01,Norte,TO,Palmas,Startup_008,Retailtech,186,1196684.14,87105.08,108.7,Série A,Blockchain,Alto
2020,4,2020-04-01,Nordeste,BA,Salvador,Startup_124,Retailtech,750,83890.2,333679.33,38.03,Série B,IA,Médio
2020,4,2020-04-01,Nordeste,BA,Feira de Santana,Startup_049,Healthtech,630,124995.09,36955.32,66.65,Série B,Blockchain,Disruptivo
2020,4,2020-04-01,Nordeste,PE,Recife,Startup_001,Edtech,276,131391.91,207676.76,58.42,Ideação,Blockchain,Médio
2020,4,2020-04-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_183,IA,95,52077.81,37831.02,123.29,Ideação,Cloud,Disruptivo
2020,4,2020-04-01,Nordeste,CE,Fortaleza,Startup_103,Healthtech,187,180399.43,1678204.54,29.86,Série A,IoT,Alto
2020,4,2020-04-01,Nordeste,CE,Juazeiro do Norte,Startup_011,Agritech,142,66722.52,148246.03,67.49,Série B,SaaS,Disruptivo
2020,4,2020-04-01,Nordeste,MA,São Luís,Startup_078,Retailtech,254,101694.88,484660.51,-1.42,Scale-up,IA,Alto
2020,4,2020-04-01,Nordeste,PB,João Pessoa,Startup_192,Healthtech,134,54504.76,78081.15,65.46,Série B,SaaS,Baixo
2020,4,2020-04-01,Centro-Oeste,DF,Brasília,Startup_001,Edtech,797,64782.8,451771.4,119.5,Seed,SaaS,Médio
2020,4,2020-04-01,Centro-Oeste,GO,Goiânia,Startup_125,Agritech,536,25934.56,22357.13,11.47,Ideação,SaaS,Baixo
2020,4,2020-04-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_129,Retailtech,221,136283.46,91670.94,7.23,Série B,IA,Disruptivo
2020,4,2020-04-01,Centro-Oeste,MT,Cuiabá,Startup_067,Healthtech,98,109267.84,53033.66,119.95,Série A,SaaS,Baixo
2020,4,2020-04-01,Centro-Oeste,MS,Campo Grande,Startup_070,IA,734,501208.41,126896.04,64.04,Série A,IA,Alto
2020,4,2020-04-01,Sudeste,SP,São Paulo,Startup_032,Fintech,614,147443.15,144116.67,153.3,Scale-up,Cloud,Médio
2020,4,2020-04-01,Sudeste,SP,Campinas,Startup_150,Healthtech,669,13961.93,182146.71,151.93,Seed,Cloud,Médio
2020,4,2020-04-01,Sudeste,SP,Ribeirão Preto,Startup_030,Agritech,228,208348.83,60841.4,83.62,Ideação,Cloud,Baixo
2020,4,2020-04-01,Sudeste,RJ,Rio de Janeiro,Startup_053,Agritech,21,126853.51,91202.71,125.66,Scale-up,Blockchain,Alto
2020,4,2020-04-01,Sudeste,RJ,Niterói,Startup_097,Healthtech,270,77173.98,424314.43,141.79,Série B,Blockchain,Baixo
2020,4,2020-04-01,Sudeste,RJ,Nova Iguaçu,Startup_006,Edtech,343,527044.99,88424.38,-12.27,Seed,Blockchain,Baixo
2020,4,2020-04-01,Sudeste,RJ,Petrópolis,Startup_100,IA,309,67021.09,97389.0,114.71,Seed,IA,Baixo
2020,4,2020-04-01,Sudeste,MG,Belo Horizonte,Startup_019,IA,169,243345.59,606994.96,-14.4,Série A,Cloud,Médio
2020,4,2020-04-01,Sudeste,MG,Uberlândia,Startup_103,Retailtech,702,211127.24,1757074.51,38.19,Seed,Blockchain,Médio
2020,4,2020-04-01,Sudeste,MG,Juiz de Fora,Startup_065,Fintech,591,354512.32,143334.91,131.45,Ideação,Cloud,Alto
2020,4,2020-04-01,Sudeste,ES,Vitória,Startup_172,Fintech,423,768838.65,850235.75,95.19,Scale-up,IA,Médio
2020,4,2020-04-01,Sudeste,ES,Vila Velha,Startup_164,IA,679,224867.08,105772.87,177.29,Série A,Cloud,Baixo
2020,4,2020-04-01,Sudeste,ES,Serra,Startup_189,Fintech,374,28024.55,52277.65,121.42,Ideação,IA,Baixo
2020,4,2020-04-01,Sul,PR,Curitiba,Startup_193,Edtech,177,46847.08,1548110.98,178.25,Série A,SaaS,Disruptivo
2020,4,2020-04-01,Sul,PR,Londrina,Startup_186,Edtech,714,701075.35,238189.99,32.44,Série B,SaaS,Médio
2020,4,2020-04-01,Sul,SC,Florianópolis,Startup_048,Agritech,439,198801.65,399904.26,150.16,Seed,Big Data,Alto
2020,4,2020-04-01,Sul,SC,Joinville,Startup_111,Retailtech,65,824090.76,187146.61,53.8,Série A,IoT,Disruptivo
2020,4,2020-04-01,Sul,RS,Porto Alegre,Startup_151,Retailtech,162,185338.96,160331.51,166.34,Série B,IA,Baixo
2020,4,2020-04-01,Sul,RS,Caxias do Sul,Startup_071,Fintech,774,2154978.02,206579.3,170.51,Seed,IA,Alto
2020,5,2020-05-01,Norte,AM,Manaus,Startup_148,Healthtech,590,42820.22,301753.96,35.38,Série B,IA,Alto
2020,5,2020-05-01,Norte,PA,Belém,Startup_076,Agritech,745,210800.14,184244.24,80.44,Scale-up,Cloud,Disruptivo
2020,5,2020-05-01,Norte,PA,Santarém,Startup_197,IA,56,188912.7,172255.18,173.74,Scale-up,Cloud,Disruptivo
2020,5,2020-05-01,Norte,RO,Porto Velho,Startup_043,IA,103,118232.43,25626.4,32.31,Seed,Cloud,Médio
2020,5,2020-05-01,Norte,TO,Palmas,Startup_170,Fintech,475,592349.09,118960.43,111.0,Ideação,SaaS,Baixo
2020,5,2020-05-01,Nordeste,BA,Salvador,Startup_117,Retailtech,426,143953.96,79005.54,32.1,Ideação,IoT,Alto
2020,5,2020-05-01,Nordeste,BA,Feira de Santana,Startup_005,IA,549,456844.07,251515.07,145.12,Série B,Big Data,Baixo
2020,5,2020-05-01,Nordeste,PE,Recife,Startup_195,Edtech,262,1812259.95,18282.66,16.32,Série A,Big Data,Alto
2020,5,2020-05-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_078,Retailtech,628,170365.19,89607.8,21.11,Série A,IA,Alto
2020,5,2020-05-01,Nordeste,CE,Fortaleza,Startup_133,IA,566,255594.5,162687.33,27.3,Série B,Cloud,Alto
2020,5,2020-05-01,Nordeste,CE,Juazeiro do Norte,Startup_152,Fintech,342,125108.71,475028.77,28.17,Scale-up,IA,Médio
2020,5,2020-05-01,Nordeste,MA,São Luís,Startup_006,Healthtech,6,198755.85,312301.03,76.03,Série B,IA,Baixo
2020,5,2020-05-01,Nordeste,PB,João Pessoa,Startup_140,Healthtech,21,30272.99,129861.12,56.62,Seed,IoT,Médio
2020,5,2020-05-01,Centro-Oeste,DF,Brasília,Startup_028,Healthtech,240,632734.35,202620.77,178.08,Ideação,SaaS,Alto
2020,5,2020-05-01,Centro-Oeste,GO,Goiânia,Startup_032,Healthtech,220,87957.71,162856.01,134.68,Série B,IA,Médio
2020,5,2020-05-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_098,Agritech,690,64239.33,105777.22,18.34,Seed,IoT,Alto
2020,5,2020-05-01,Centro-Oeste,MT,Cuiabá,Startup_012,Retailtech,436,95362.81,390224.23,4.21,Seed,Blockchain,Médio
2020,5,2020-05-01,Centro-Oeste,MS,Campo Grande,Startup_038,IA,538,134464.29,177207.65,94.09,Ideação,SaaS,Alto
2020,5,2020-05-01,Sudeste,SP,São Paulo,Startup_091,Fintech,206,167364.44,28269.31,-3.88,Seed,Cloud,Médio
2020,5,2020-05-01,Sudeste,SP,Campinas,Startup_072,Edtech,137,158043.49,101139.84,87.33,Seed,SaaS,Alto
2020,5,2020-05-01,Sudeste,SP,Ribeirão Preto,Startup_074,IA,545,141832.37,298329.71,49.66,Scale-up,IoT,Baixo
2020,5,2020-05-01,Sudeste,RJ,Rio de Janeiro,Startup_089,Retailtech,7,256334.48,28262.81,177.48,Ideação,Big Data,Baixo
2020,5,2020-05-01,Sudeste,RJ,Niterói,Startup_147,IA,662,558781.54,415437.8,137.48,Série A,IoT,Disruptivo
2020,5,2020-05-01,Sudeste,RJ,Nova Iguaçu,Startup_022,Retailtech,46,146484.8,223599.39,16.19,Seed,Big Data,Baixo
2020,5,2020-05-01,Sudeste,RJ,Petrópolis,Startup_138,Agritech,581,125315.85,66719.88,53.77,Scale-up,Cloud,Baixo
2020,5,2020-05-01,Sudeste,MG,Belo Horizonte,Startup_187,Retailtech,596,225722.08,71143.57,-12.11,Ideação,Cloud,Disruptivo
2020,5,2020-05-01,Sudeste,MG,Uberlândia,Startup_031,IA,309,111299.09,383094.02,163.98,Ideação,IoT,Alto
2020,5,2020-05-01,Sudeste,MG,Juiz de Fora,Startup_125,Fintech,281,57685.61,1464744.8,134.54,Série A,IA,Baixo
